URI	code	Label (English)	Label (French)
http://id.loc.gov/vocabulary/iso639-2/non	non	Norse, Old	norrois, vieux
http://id.loc.gov/vocabulary/iso639-2/nor	nor	Norwegian	norvégien
http://id.loc.gov/vocabulary/iso639-2/nqo	nqo	N'Ko	n'ko
http://id.loc.gov/vocabulary/iso639-2/nso	nso	Pedi |  Sepedi |  Northern Sotho	pedi |  sepedi |  sotho du Nord
http://id.loc.gov/vocabulary/iso639-2/nub	nub	Nubian languages	nubiennes, langues
http://id.loc.gov/vocabulary/iso639-2/nwc	nwc	Classical Newari |  Old Newari |  Classical Nepal Bhasa	newari classique
http://id.loc.gov/vocabulary/iso639-2/nya	nya	Chichewa |  Chewa |  Nyanja	chichewa |  chewa |  nyanja
http://id.loc.gov/vocabulary/iso639-2/nym	nym	Nyamwezi	nyamwezi
http://id.loc.gov/vocabulary/iso639-2/nyn	nyn	Nyankole	nyankolé
http://id.loc.gov/vocabulary/iso639-2/nyo	nyo	Nyoro	nyoro
http://id.loc.gov/vocabulary/iso639-2/nzi	nzi	Nzima	nzema
http://id.loc.gov/vocabulary/iso639-2/oci	oci	Occitan (post 1500)	occitan (après 1500)
http://id.loc.gov/vocabulary/iso639-2/oji	oji	Ojibwa	ojibwa
http://id.loc.gov/vocabulary/iso639-2/ori	ori	Oriya	oriya
http://id.loc.gov/vocabulary/iso639-2/orm	orm	Oromo	galla
http://id.loc.gov/vocabulary/iso639-2/osa	osa	Osage	osage
http://id.loc.gov/vocabulary/iso639-2/oss	oss	Ossetian |  Ossetic	ossète
http://id.loc.gov/vocabulary/iso639-2/ota	ota	Turkish, Ottoman (1500-1928)	turc ottoman (1500-1928)
http://id.loc.gov/vocabulary/iso639-2/oto	oto	Otomian languages	otomi, langues
http://id.loc.gov/vocabulary/iso639-2/paa	paa	Papuan languages	papoues, langues
http://id.loc.gov/vocabulary/iso639-2/pag	pag	Pangasinan	pangasinan
http://id.loc.gov/vocabulary/iso639-2/pal	pal	Pahlavi	pahlavi
http://id.loc.gov/vocabulary/iso639-2/pam	pam	Pampanga |  Kapampangan	pampangan
http://id.loc.gov/vocabulary/iso639-2/pan	pan	Panjabi |  Punjabi	pendjabi
http://id.loc.gov/vocabulary/iso639-2/pap	pap	Papiamento	papiamento
http://id.loc.gov/vocabulary/iso639-2/pau	pau	Palauan	palau
http://id.loc.gov/vocabulary/iso639-2/peo	peo	Persian, Old (ca.600-400 B.C.)	perse, vieux (ca. 600-400 av. J.-C.)
http://id.loc.gov/vocabulary/iso639-2/per	per	Persian	persan
http://id.loc.gov/vocabulary/iso639-2/phi	phi	Philippine languages	philippines, langues
http://id.loc.gov/vocabulary/iso639-2/phn	phn	Phoenician	phénicien
http://id.loc.gov/vocabulary/iso639-2/pli	pli	Pali	pali
http://id.loc.gov/vocabulary/iso639-2/pol	pol	Polish	polonais
http://id.loc.gov/vocabulary/iso639-2/pon	pon	Pohnpeian	pohnpei
http://id.loc.gov/vocabulary/iso639-2/por	por	Portuguese	portugais
http://id.loc.gov/vocabulary/iso639-2/pra	pra	Prakrit languages	prâkrit, langues
http://id.loc.gov/vocabulary/iso639-2/pro	pro	Provençal, Old (to 1500) | Occitan, Old (to 1500)	provençal ancien (jusqu'à 1500) |  occitan ancien (jusqu'à 1500)
http://id.loc.gov/vocabulary/iso639-2/pus	pus	Pushto |  Pashto	pachto
http://id.loc.gov/vocabulary/iso639-2/qaa-qtz	qaa-qtz	Reserved for local use	réservée à l'usage local
http://id.loc.gov/vocabulary/iso639-2/que	que	Quechua	quechua
http://id.loc.gov/vocabulary/iso639-2/raj	raj	Rajasthani	rajasthani
http://id.loc.gov/vocabulary/iso639-2/rap	rap	Rapanui	rapanui
http://id.loc.gov/vocabulary/iso639-2/rar	rar	Rarotongan |  Cook Islands Maori	rarotonga |  maori des îles Cook
http://id.loc.gov/vocabulary/iso639-2/roa	roa	Romance languages	romanes, langues
http://id.loc.gov/vocabulary/iso639-2/roh	roh	Romansh	romanche
http://id.loc.gov/vocabulary/iso639-2/rom	rom	Romany	tsigane
http://id.loc.gov/vocabulary/iso639-2/ron	ron	Romanian |  Moldavian |  Moldovan	roumain |  moldave
http://id.loc.gov/vocabulary/iso639-2/rum	rum	Romanian |  Moldavian |  Moldovan	roumain |  moldave
http://id.loc.gov/vocabulary/iso639-2/run	run	Rundi	rundi
http://id.loc.gov/vocabulary/iso639-2/rup	rup	Aromanian |  Arumanian |  Macedo-Romanian	aroumain |  macédo-roumain
http://id.loc.gov/vocabulary/iso639-2/rus	rus	Russian	russe
http://id.loc.gov/vocabulary/iso639-2/sad	sad	Sandawe	sandawe
http://id.loc.gov/vocabulary/iso639-2/sag	sag	Sango	sango
http://id.loc.gov/vocabulary/iso639-2/sah	sah	Yakut	iakoute
http://id.loc.gov/vocabulary/iso639-2/sai	sai	South American Indian languages	sud-amérindiennes, langues
http://id.loc.gov/vocabulary/iso639-2/sal	sal	Salishan languages	salishennes, langues
http://id.loc.gov/vocabulary/iso639-2/sam	sam	Samaritan Aramaic	samaritain
http://id.loc.gov/vocabulary/iso639-2/san	san	Sanskrit	sanskrit
http://id.loc.gov/vocabulary/iso639-2/sas	sas	Sasak	sasak
http://id.loc.gov/vocabulary/iso639-2/sat	sat	Santali	santal
http://id.loc.gov/vocabulary/iso639-2/scn	scn	Sicilian	sicilien
http://id.loc.gov/vocabulary/iso639-2/sco	sco	Scots	écossais
http://id.loc.gov/vocabulary/iso639-2/sel	sel	Selkup	selkoupe
http://id.loc.gov/vocabulary/iso639-2/sem	sem	Semitic languages	sémitiques, langues
http://id.loc.gov/vocabulary/iso639-2/sga	sga	Irish, Old (to 900)	irlandais ancien (jusqu'à 900)
http://id.loc.gov/vocabulary/iso639-2/sgn	sgn	Sign Languages	langues des signes
http://id.loc.gov/vocabulary/iso639-2/shn	shn	Shan	chan
http://id.loc.gov/vocabulary/iso639-2/sid	sid	Sidamo	sidamo
http://id.loc.gov/vocabulary/iso639-2/sin	sin	Sinhala |  Sinhalese	singhalais
http://id.loc.gov/vocabulary/iso639-2/sio	sio	Siouan languages	sioux, langues
http://id.loc.gov/vocabulary/iso639-2/sit	sit	Sino-Tibetan languages	sino-tibétaines, langues
http://id.loc.gov/vocabulary/iso639-2/sla	sla	Slavic languages	slaves, langues
http://id.loc.gov/vocabulary/iso639-2/slk	slk	Slovak	slovaque
http://id.loc.gov/vocabulary/iso639-2/slo	slo	Slovak	slovaque
http://id.loc.gov/vocabulary/iso639-2/slv	slv	Slovenian	slovène
http://id.loc.gov/vocabulary/iso639-2/sma	sma	Southern Sami	sami du Sud
http://id.loc.gov/vocabulary/iso639-2/sme	sme	Northern Sami	sami du Nord
http://id.loc.gov/vocabulary/iso639-2/smi	smi	Sami languages	sames, langues
http://id.loc.gov/vocabulary/iso639-2/smj	smj	Lule Sami	sami de Lule
http://id.loc.gov/vocabulary/iso639-2/smn	smn	Inari Sami	sami d'Inari
http://id.loc.gov/vocabulary/iso639-2/smo	smo	Samoan	samoan
http://id.loc.gov/vocabulary/iso639-2/sms	sms	Skolt Sami	sami skolt
http://id.loc.gov/vocabulary/iso639-2/sna	sna	Shona	shona
http://id.loc.gov/vocabulary/iso639-2/snd	snd	Sindhi	sindhi
http://id.loc.gov/vocabulary/iso639-2/snk	snk	Soninke	soninké
http://id.loc.gov/vocabulary/iso639-2/sog	sog	Sogdian	sogdien
http://id.loc.gov/vocabulary/iso639-2/som	som	Somali	somali
http://id.loc.gov/vocabulary/iso639-2/son	son	Songhai languages	songhai, langues
http://id.loc.gov/vocabulary/iso639-2/sot	sot	Sotho, Southern	sotho du Sud
http://id.loc.gov/vocabulary/iso639-2/spa	spa	Spanish |  Castilian	espagnol |  castillan
http://id.loc.gov/vocabulary/iso639-2/sqi	sqi	Albanian	albanais
http://id.loc.gov/vocabulary/iso639-2/srd	srd	Sardinian	sarde
http://id.loc.gov/vocabulary/iso639-2/srn	srn	Sranan Tongo	sranan tongo
http://id.loc.gov/vocabulary/iso639-2/srp	srp	Serbian	serbe
http://id.loc.gov/vocabulary/iso639-2/srr	srr	Serer	sérère
http://id.loc.gov/vocabulary/iso639-2/ssa	ssa	Nilo-Saharan languages	nilo-sahariennes, langues
http://id.loc.gov/vocabulary/iso639-2/ssw	ssw	Swati	swati
http://id.loc.gov/vocabulary/iso639-2/suk	suk	Sukuma	sukuma
http://id.loc.gov/vocabulary/iso639-2/sun	sun	Sundanese	soundanais
http://id.loc.gov/vocabulary/iso639-2/sus	sus	Susu	soussou
http://id.loc.gov/vocabulary/iso639-2/sux	sux	Sumerian	sumérien
http://id.loc.gov/vocabulary/iso639-2/swa	swa	Swahili	swahili
http://id.loc.gov/vocabulary/iso639-2/swe	swe	Swedish	suédois
http://id.loc.gov/vocabulary/iso639-2/syc	syc	Classical Syriac	syriaque classique
http://id.loc.gov/vocabulary/iso639-2/syr	syr	Syriac	syriaque
http://id.loc.gov/vocabulary/iso639-2/tah	tah	Tahitian	tahitien
http://id.loc.gov/vocabulary/iso639-2/tai	tai	Tai languages	tai, langues
http://id.loc.gov/vocabulary/iso639-2/tam	tam	Tamil	tamoul
http://id.loc.gov/vocabulary/iso639-2/tat	tat	Tatar	tatar
http://id.loc.gov/vocabulary/iso639-2/tel	tel	Telugu	télougou
http://id.loc.gov/vocabulary/iso639-2/tem	tem	Timne	temne
http://id.loc.gov/vocabulary/iso639-2/ter	ter	Tereno	tereno
http://id.loc.gov/vocabulary/iso639-2/tet	tet	Tetum	tetum
http://id.loc.gov/vocabulary/iso639-2/tgk	tgk	Tajik	tadjik
http://id.loc.gov/vocabulary/iso639-2/tgl	tgl	Tagalog	tagalog
http://id.loc.gov/vocabulary/iso639-2/tha	tha	Thai	thaï
http://id.loc.gov/vocabulary/iso639-2/tib	tib	Tibetan	tibétain
http://id.loc.gov/vocabulary/iso639-2/tig	tig	Tigre	tigré
http://id.loc.gov/vocabulary/iso639-2/tir	tir	Tigrinya	tigrigna
http://id.loc.gov/vocabulary/iso639-2/tiv	tiv	Tiv	tiv
http://id.loc.gov/vocabulary/iso639-2/tkl	tkl	Tokelau	tokelau
http://id.loc.gov/vocabulary/iso639-2/tlh	tlh	Klingon |  tlhIngan-Hol	klingon
http://id.loc.gov/vocabulary/iso639-2/tli	tli	Tlingit	tlingit
http://id.loc.gov/vocabulary/iso639-2/tmh	tmh	Tamashek	tamacheq
http://id.loc.gov/vocabulary/iso639-2/tog	tog	Tonga (Nyasa)	tonga (Nyasa)
http://id.loc.gov/vocabulary/iso639-2/ton	ton	Tonga (Tonga Islands)	tongan (Îles Tonga)
http://id.loc.gov/vocabulary/iso639-2/tpi	tpi	Tok Pisin	tok pisin
http://id.loc.gov/vocabulary/iso639-2/tsi	tsi	Tsimshian	tsimshian
http://id.loc.gov/vocabulary/iso639-2/tsn	tsn	Tswana	tswana
http://id.loc.gov/vocabulary/iso639-2/tso	tso	Tsonga	tsonga
http://id.loc.gov/vocabulary/iso639-2/tuk	tuk	Turkmen	turkmène
http://id.loc.gov/vocabulary/iso639-2/tum	tum	Tumbuka	tumbuka
http://id.loc.gov/vocabulary/iso639-2/tup	tup	Tupi languages	tupi, langues
http://id.loc.gov/vocabulary/iso639-2/tur	tur	Turkish	turc
http://id.loc.gov/vocabulary/iso639-2/tut	tut	Altaic languages	altaïques, langues
http://id.loc.gov/vocabulary/iso639-2/tvl	tvl	Tuvalu	tuvalu
http://id.loc.gov/vocabulary/iso639-2/twi	twi	Twi	twi
http://id.loc.gov/vocabulary/iso639-2/tyv	tyv	Tuvinian	touva
http://id.loc.gov/vocabulary/iso639-2/udm	udm	Udmurt	oudmourte
http://id.loc.gov/vocabulary/iso639-2/uga	uga	Ugaritic	ougaritique
http://id.loc.gov/vocabulary/iso639-2/uig	uig	Uighur |  Uyghur	ouïgour
http://id.loc.gov/vocabulary/iso639-2/ukr	ukr	Ukrainian	ukrainien
http://id.loc.gov/vocabulary/iso639-2/umb	umb	Umbundu	umbundu
http://id.loc.gov/vocabulary/iso639-2/und	und	Undetermined	indéterminée
http://id.loc.gov/vocabulary/iso639-2/urd	urd	Urdu	ourdou
http://id.loc.gov/vocabulary/iso639-2/uzb	uzb	Uzbek	ouszbek
http://id.loc.gov/vocabulary/iso639-2/vai	vai	Vai	vaï
http://id.loc.gov/vocabulary/iso639-2/ven	ven	Venda	venda
http://id.loc.gov/vocabulary/iso639-2/vie	vie	Vietnamese	vietnamien
http://id.loc.gov/vocabulary/iso639-2/vol	vol	Volapük	volapük
http://id.loc.gov/vocabulary/iso639-2/vot	vot	Votic	vote
http://id.loc.gov/vocabulary/iso639-2/wak	wak	Wakashan languages	wakashanes, langues
http://id.loc.gov/vocabulary/iso639-2/wal	wal	Wolaitta |  Wolaytta	wolaitta |  wolaytta
http://id.loc.gov/vocabulary/iso639-2/war	war	Waray	waray
http://id.loc.gov/vocabulary/iso639-2/was	was	Washo	washo
http://id.loc.gov/vocabulary/iso639-2/wel	wel	Welsh	gallois
http://id.loc.gov/vocabulary/iso639-2/wen	wen	Sorbian languages	sorabes, langues
http://id.loc.gov/vocabulary/iso639-2/wln	wln	Walloon	wallon
http://id.loc.gov/vocabulary/iso639-2/wol	wol	Wolof	wolof
http://id.loc.gov/vocabulary/iso639-2/xal	xal	Kalmyk |  Oirat	kalmouk |  oïrat
http://id.loc.gov/vocabulary/iso639-2/xho	xho	Xhosa	xhosa
http://id.loc.gov/vocabulary/iso639-2/yao	yao	Yao	yao
http://id.loc.gov/vocabulary/iso639-2/yap	yap	Yapese	yapois
http://id.loc.gov/vocabulary/iso639-2/yid	yid	Yiddish	yiddish
http://id.loc.gov/vocabulary/iso639-2/yor	yor	Yoruba	yoruba
http://id.loc.gov/vocabulary/iso639-2/ypk	ypk	Yupik languages	yupik, langues
http://id.loc.gov/vocabulary/iso639-2/zap	zap	Zapotec	zapotèque
http://id.loc.gov/vocabulary/iso639-2/zbl	zbl	Blissymbols |  Blissymbolics |  Bliss	symboles Bliss |  Bliss
http://id.loc.gov/vocabulary/iso639-2/zen	zen	Zenaga	zenaga
http://id.loc.gov/vocabulary/iso639-2/zgh	zgh	Standard Moroccan Tamazight	amazighe standard marocain
http://id.loc.gov/vocabulary/iso639-2/zha	zha	Zhuang |  Chuang	zhuang |  chuang
http://id.loc.gov/vocabulary/iso639-2/zho	zho	Chinese	chinois
http://id.loc.gov/vocabulary/iso639-2/znd	znd	Zande languages	zandé, langues
http://id.loc.gov/vocabulary/iso639-2/zul	zul	Zulu	zoulou
http://id.loc.gov/vocabulary/iso639-2/zun	zun	Zuni	zuni
http://id.loc.gov/vocabulary/iso639-2/zxx	zxx	No linguistic content |  Not applicable	pas de contenu linguistique |  non applicable
http://id.loc.gov/vocabulary/iso639-2/zza	zza	Zaza |  Dimili |  Dimli |  Kirdki |  Kirmanjki |  Zazaki	zaza |  dimili |  dimli |  kirdki |  kirmanjki |  zazaki
