URI	code	Label (English)	Label (French)
http://id.loc.gov/vocabulary/iso639-2/bej	bej	Beja |  Bedawiyet	bedja
http://id.loc.gov/vocabulary/iso639-2/bel	bel	Belarusian	biélorusse
http://id.loc.gov/vocabulary/iso639-2/bem	bem	Bemba	bemba
http://id.loc.gov/vocabulary/iso639-2/ben	ben	Bengali	bengali
http://id.loc.gov/vocabulary/iso639-2/ber	ber	Berber languages	berbères, langues
http://id.loc.gov/vocabulary/iso639-2/bho	bho	Bhojpuri	bhojpuri
http://id.loc.gov/vocabulary/iso639-2/bih	bih	Bihari languages	langues biharis
http://id.loc.gov/vocabulary/iso639-2/bik	bik	Bikol	bikol
http://id.loc.gov/vocabulary/iso639-2/bin	bin	Bini |  Edo	bini |  edo
http://id.loc.gov/vocabulary/iso639-2/bis	bis	Bislama	bichlamar
http://id.loc.gov/vocabulary/iso639-2/bla	bla	Siksika	blackfoot
http://id.loc.gov/vocabulary/iso639-2/bnt	bnt	Bantu languages	bantou, langues
http://id.loc.gov/vocabulary/iso639-2/bod	bod	Tibetan	tibétain
http://id.loc.gov/vocabulary/iso639-2/bos	bos	Bosnian	bosniaque
http://id.loc.gov/vocabulary/iso639-2/bra	bra	Braj	braj
http://id.loc.gov/vocabulary/iso639-2/bre	bre	Breton	breton
http://id.loc.gov/vocabulary/iso639-2/btk	btk	Batak languages	batak, langues
http://id.loc.gov/vocabulary/iso639-2/bua	bua	Buriat	bouriate
http://id.loc.gov/vocabulary/iso639-2/bug	bug	Buginese	bugi
http://id.loc.gov/vocabulary/iso639-2/bul	bul	Bulgarian	bulgare
http://id.loc.gov/vocabulary/iso639-2/bur	bur	Burmese	birman
http://id.loc.gov/vocabulary/iso639-2/byn	byn	Blin |  Bilin	blin |  bilen
http://id.loc.gov/vocabulary/iso639-2/cad	cad	Caddo	caddo
http://id.loc.gov/vocabulary/iso639-2/cai	cai	Central American Indian languages	amérindiennes de l'Amérique centrale,  langues
http://id.loc.gov/vocabulary/iso639-2/car	car	Galibi Carib	karib |  galibi |  carib
http://id.loc.gov/vocabulary/iso639-2/cat	cat	Catalan |  Valencian	catalan |  valencien
http://id.loc.gov/vocabulary/iso639-2/cau	cau	Caucasian languages	caucasiennes, langues
http://id.loc.gov/vocabulary/iso639-2/ceb	ceb	Cebuano	cebuano
http://id.loc.gov/vocabulary/iso639-2/cel	cel	Celtic languages	celtiques, langues |  celtes, langues
http://id.loc.gov/vocabulary/iso639-2/ces	ces	Czech	tchèque
http://id.loc.gov/vocabulary/iso639-2/cha	cha	Chamorro	chamorro
http://id.loc.gov/vocabulary/iso639-2/chb	chb	Chibcha	chibcha
http://id.loc.gov/vocabulary/iso639-2/che	che	Chechen	tchétchène
http://id.loc.gov/vocabulary/iso639-2/chg	chg	Chagatai	djaghataï
http://id.loc.gov/vocabulary/iso639-2/chi	chi	Chinese	chinois
http://id.loc.gov/vocabulary/iso639-2/chk	chk	Chuukese	chuuk
http://id.loc.gov/vocabulary/iso639-2/chm	chm	Mari	mari
http://id.loc.gov/vocabulary/iso639-2/chn	chn	Chinook jargon	chinook, jargon
http://id.loc.gov/vocabulary/iso639-2/cho	cho	Choctaw	choctaw
http://id.loc.gov/vocabulary/iso639-2/chp	chp	Chipewyan |  Dene Suline	chipewyan
http://id.loc.gov/vocabulary/iso639-2/chr	chr	Cherokee	cherokee
http://id.loc.gov/vocabulary/iso639-2/chu	chu	Church Slavic |  Old Slavonic |  Church Slavonic |  Old Bulgarian |  Old Church Slavonic	slavon d'église |  vieux slave |  slavon liturgique |  vieux bulgare
http://id.loc.gov/vocabulary/iso639-2/chv	chv	Chuvash	tchouvache
http://id.loc.gov/vocabulary/iso639-2/chy	chy	Cheyenne	cheyenne
http://id.loc.gov/vocabulary/iso639-2/cmc	cmc	Chamic languages	chames, langues
http://id.loc.gov/vocabulary/iso639-2/cop	cop	Coptic	copte
http://id.loc.gov/vocabulary/iso639-2/cor	cor	Cornish	cornique
http://id.loc.gov/vocabulary/iso639-2/cos	cos	Corsican	corse
http://id.loc.gov/vocabulary/iso639-2/cpe	cpe	Creoles and pidgins, English based	créoles et pidgins basés sur l'anglais
http://id.loc.gov/vocabulary/iso639-2/cpf	cpf	Creoles and pidgins, French-based	créoles et pidgins basés sur le français
http://id.loc.gov/vocabulary/iso639-2/cpp	cpp	Creoles and pidgins, Portuguese-based	créoles et pidgins basés sur le portugais
http://id.loc.gov/vocabulary/iso639-2/cre	cre	Cree	cree
http://id.loc.gov/vocabulary/iso639-2/crh	crh	Crimean Tatar |  Crimean Turkish	tatar de Crimé
http://id.loc.gov/vocabulary/iso639-2/crp	crp	Creoles and pidgins	créoles et pidgins
http://id.loc.gov/vocabulary/iso639-2/csb	csb	Kashubian	kachoube
http://id.loc.gov/vocabulary/iso639-2/cus	cus	Cushitic languages	couchitiques,  langues
http://id.loc.gov/vocabulary/iso639-2/cym	cym	Welsh	gallois
http://id.loc.gov/vocabulary/iso639-2/cze	cze	Czech	tchèque
http://id.loc.gov/vocabulary/iso639-2/dak	dak	Dakota	dakota
http://id.loc.gov/vocabulary/iso639-2/dan	dan	Danish	danois
http://id.loc.gov/vocabulary/iso639-2/dar	dar	Dargwa	dargwa
http://id.loc.gov/vocabulary/iso639-2/day	day	Land Dayak languages	dayak, langues
http://id.loc.gov/vocabulary/iso639-2/del	del	Delaware	delaware
http://id.loc.gov/vocabulary/iso639-2/den	den	Slave (Athapascan)	esclave (athapascan)
http://id.loc.gov/vocabulary/iso639-2/deu	deu	German	allemand
http://id.loc.gov/vocabulary/iso639-2/dgr	dgr	Dogrib	dogrib
http://id.loc.gov/vocabulary/iso639-2/din	din	Dinka	dinka
http://id.loc.gov/vocabulary/iso639-2/div	div	Divehi |  Dhivehi |  Maldivian	maldivien
http://id.loc.gov/vocabulary/iso639-2/doi	doi	Dogri	dogri
http://id.loc.gov/vocabulary/iso639-2/dra	dra	Dravidian languages	dravidiennes,  langues
http://id.loc.gov/vocabulary/iso639-2/dsb	dsb	Lower Sorbian	bas-sorabe
http://id.loc.gov/vocabulary/iso639-2/dua	dua	Duala	douala
http://id.loc.gov/vocabulary/iso639-2/dum	dum	Dutch, Middle (ca.1050-1350)	néerlandais moyen (ca. 1050-1350)
http://id.loc.gov/vocabulary/iso639-2/dut	dut	Dutch |  Flemish	néerlandais |  flamand
http://id.loc.gov/vocabulary/iso639-2/dyu	dyu	Dyula	dioula
http://id.loc.gov/vocabulary/iso639-2/dzo	dzo	Dzongkha	dzongkha
http://id.loc.gov/vocabulary/iso639-2/efi	efi	Efik	efik
http://id.loc.gov/vocabulary/iso639-2/egy	egy	Egyptian (Ancient)	égyptien
http://id.loc.gov/vocabulary/iso639-2/eka	eka	Ekajuk	ekajuk
http://id.loc.gov/vocabulary/iso639-2/ell	ell	Greek, Modern (1453-)	grec moderne (après 1453)
http://id.loc.gov/vocabulary/iso639-2/elx	elx	Elamite	élamite
http://id.loc.gov/vocabulary/iso639-2/eng	eng	English	anglais
http://id.loc.gov/vocabulary/iso639-2/enm	enm	English, Middle (1100-1500)	anglais moyen (1100-1500)
http://id.loc.gov/vocabulary/iso639-2/epo	epo	Esperanto	espéranto
http://id.loc.gov/vocabulary/iso639-2/est	est	Estonian	estonien
http://id.loc.gov/vocabulary/iso639-2/eus	eus	Basque	basque
http://id.loc.gov/vocabulary/iso639-2/ewe	ewe	Ewe	éwé
http://id.loc.gov/vocabulary/iso639-2/ewo	ewo	Ewondo	éwondo
http://id.loc.gov/vocabulary/iso639-2/fan	fan	Fang	fang
http://id.loc.gov/vocabulary/iso639-2/fao	fao	Faroese	féroïen
http://id.loc.gov/vocabulary/iso639-2/fas	fas	Persian	persan
http://id.loc.gov/vocabulary/iso639-2/fat	fat	Fanti	fanti
http://id.loc.gov/vocabulary/iso639-2/fij	fij	Fijian	fidjien
http://id.loc.gov/vocabulary/iso639-2/fil	fil	Filipino |  Pilipino	filipino |  pilipino
http://id.loc.gov/vocabulary/iso639-2/fin	fin	Finnish	finnois
http://id.loc.gov/vocabulary/iso639-2/fiu	fiu	Finno-Ugrian languages	finno-ougriennes,  langues
http://id.loc.gov/vocabulary/iso639-2/fon	fon	Fon	fon
http://id.loc.gov/vocabulary/iso639-2/fra	fra	French	français
http://id.loc.gov/vocabulary/iso639-2/fre	fre	French	français
http://id.loc.gov/vocabulary/iso639-2/frm	frm	French, Middle (ca.1400-1600)	français moyen (1400-1600)
http://id.loc.gov/vocabulary/iso639-2/fro	fro	French, Old (842-ca.1400)	français ancien (842-ca.1400)
http://id.loc.gov/vocabulary/iso639-2/frr	frr	Northern Frisian	frison septentrional
http://id.loc.gov/vocabulary/iso639-2/frs	frs	Eastern Frisian	frison oriental
http://id.loc.gov/vocabulary/iso639-2/fry	fry	Western Frisian	frison occidental
http://id.loc.gov/vocabulary/iso639-2/ful	ful	Fulah	peul
http://id.loc.gov/vocabulary/iso639-2/fur	fur	Friulian	frioulan
http://id.loc.gov/vocabulary/iso639-2/gaa	gaa	Ga	ga
http://id.loc.gov/vocabulary/iso639-2/gay	gay	Gayo	gayo
http://id.loc.gov/vocabulary/iso639-2/gba	gba	Gbaya	gbaya
http://id.loc.gov/vocabulary/iso639-2/gem	gem	Germanic languages	germaniques, langues
http://id.loc.gov/vocabulary/iso639-2/geo	geo	Georgian	géorgien
http://id.loc.gov/vocabulary/iso639-2/ger	ger	German	allemand
http://id.loc.gov/vocabulary/iso639-2/gez	gez	Geez	guèze
http://id.loc.gov/vocabulary/iso639-2/gil	gil	Gilbertese	kiribati
http://id.loc.gov/vocabulary/iso639-2/gla	gla	Gaelic |  Scottish Gaelic	gaélique |  gaélique écossais
http://id.loc.gov/vocabulary/iso639-2/gle	gle	Irish	irlandais
http://id.loc.gov/vocabulary/iso639-2/glg	glg	Galician	galicien
http://id.loc.gov/vocabulary/iso639-2/glv	glv	Manx	manx |  mannois
http://id.loc.gov/vocabulary/iso639-2/gmh	gmh	German, Middle High (ca.1050-1500)	allemand, moyen haut (ca. 1050-1500)
http://id.loc.gov/vocabulary/iso639-2/goh	goh	German, Old High (ca.750-1050)	allemand, vieux haut (ca. 750-1050)
http://id.loc.gov/vocabulary/iso639-2/gon	gon	Gondi	gond
http://id.loc.gov/vocabulary/iso639-2/gor	gor	Gorontalo	gorontalo
http://id.loc.gov/vocabulary/iso639-2/got	got	Gothic	gothique
http://id.loc.gov/vocabulary/iso639-2/grb	grb	Grebo	grebo
http://id.loc.gov/vocabulary/iso639-2/grc	grc	Greek, Ancient (to 1453)	grec ancien (jusqu'à 1453)
http://id.loc.gov/vocabulary/iso639-2/gre	gre	Greek, Modern (1453-)	grec moderne (après 1453)
http://id.loc.gov/vocabulary/iso639-2/grn	grn	Guarani	guarani
http://id.loc.gov/vocabulary/iso639-2/gsw	gsw	Swiss German |  Alemannic |  Alsatian	suisse alémanique |  alémanique |  alsacien
http://id.loc.gov/vocabulary/iso639-2/guj	guj	Gujarati	goudjrati
http://id.loc.gov/vocabulary/iso639-2/gwi	gwi	Gwich'in	gwich'in
http://id.loc.gov/vocabulary/iso639-2/hai	hai	Haida	haida
http://id.loc.gov/vocabulary/iso639-2/hat	hat	Haitian |  Haitian Creole	haïtien |  créole haïtien
http://id.loc.gov/vocabulary/iso639-2/hau	hau	Hausa	haoussa
http://id.loc.gov/vocabulary/iso639-2/haw	haw	Hawaiian	hawaïen
http://id.loc.gov/vocabulary/iso639-2/heb	heb	Hebrew	hébreu
http://id.loc.gov/vocabulary/iso639-2/her	her	Herero	herero
http://id.loc.gov/vocabulary/iso639-2/hil	hil	Hiligaynon	hiligaynon
http://id.loc.gov/vocabulary/iso639-2/him	him	Himachali languages |  Western Pahari languages	langues himachalis |  langues paharis occidentales
http://id.loc.gov/vocabulary/iso639-2/hin	hin	Hindi	hindi
http://id.loc.gov/vocabulary/iso639-2/hit	hit	Hittite	hittite
http://id.loc.gov/vocabulary/iso639-2/hmn	hmn	Hmong |  Mong	hmong
http://id.loc.gov/vocabulary/iso639-2/hmo	hmo	Hiri Motu	hiri motu
http://id.loc.gov/vocabulary/iso639-2/hrv	hrv	Croatian	croate
http://id.loc.gov/vocabulary/iso639-2/hsb	hsb	Upper Sorbian	haut-sorabe
http://id.loc.gov/vocabulary/iso639-2/hun	hun	Hungarian	hongrois
http://id.loc.gov/vocabulary/iso639-2/hup	hup	Hupa	hupa
http://id.loc.gov/vocabulary/iso639-2/hye	hye	Armenian	arménien
http://id.loc.gov/vocabulary/iso639-2/iba	iba	Iban	iban
http://id.loc.gov/vocabulary/iso639-2/ibo	ibo	Igbo	igbo
http://id.loc.gov/vocabulary/iso639-2/ice	ice	Icelandic	islandais
http://id.loc.gov/vocabulary/iso639-2/ido	ido	Ido	ido
http://id.loc.gov/vocabulary/iso639-2/iii	iii	Sichuan Yi |  Nuosu	yi de Sichuan
http://id.loc.gov/vocabulary/iso639-2/ijo	ijo	Ijo languages	ijo, langues
http://id.loc.gov/vocabulary/iso639-2/iku	iku	Inuktitut	inuktitut
http://id.loc.gov/vocabulary/iso639-2/ile	ile	Interlingue |  Occidental	interlingue
http://id.loc.gov/vocabulary/iso639-2/ilo	ilo	Iloko	ilocano
http://id.loc.gov/vocabulary/iso639-2/ina	ina	Interlingua (International Auxiliary Language Association)	interlingua (langue auxiliaire internationale)
http://id.loc.gov/vocabulary/iso639-2/inc	inc	Indic languages	indo-aryennes, langues
http://id.loc.gov/vocabulary/iso639-2/ind	ind	Indonesian	indonésien
http://id.loc.gov/vocabulary/iso639-2/ine	ine	Indo-European languages	indo-européennes, langues
http://id.loc.gov/vocabulary/iso639-2/inh	inh	Ingush	ingouche
http://id.loc.gov/vocabulary/iso639-2/ipk	ipk	Inupiaq	inupiaq
http://id.loc.gov/vocabulary/iso639-2/ira	ira	Iranian languages	iraniennes, langues
http://id.loc.gov/vocabulary/iso639-2/iro	iro	Iroquoian languages	iroquoises, langues
http://id.loc.gov/vocabulary/iso639-2/isl	isl	Icelandic	islandais
http://id.loc.gov/vocabulary/iso639-2/ita	ita	Italian	italien
http://id.loc.gov/vocabulary/iso639-2/jav	jav	Javanese	javanais
http://id.loc.gov/vocabulary/iso639-2/jbo	jbo	Lojban	lojban
http://id.loc.gov/vocabulary/iso639-2/jpn	jpn	Japanese	japonais
http://id.loc.gov/vocabulary/iso639-2/jpr	jpr	Judeo-Persian	judéo-persan
http://id.loc.gov/vocabulary/iso639-2/jrb	jrb	Judeo-Arabic	judéo-arabe
http://id.loc.gov/vocabulary/iso639-2/kaa	kaa	Kara-Kalpak	karakalpak
http://id.loc.gov/vocabulary/iso639-2/kab	kab	Kabyle	kabyle
http://id.loc.gov/vocabulary/iso639-2/kac	kac	Kachin |  Jingpho	kachin |  jingpho
http://id.loc.gov/vocabulary/iso639-2/kal	kal	Kalaallisut |  Greenlandic	groenlandais
http://id.loc.gov/vocabulary/iso639-2/kam	kam	Kamba	kamba
http://id.loc.gov/vocabulary/iso639-2/kan	kan	Kannada	kannada
http://id.loc.gov/vocabulary/iso639-2/kar	kar	Karen languages	karen, langues
http://id.loc.gov/vocabulary/iso639-2/kas	kas	Kashmiri	kashmiri
http://id.loc.gov/vocabulary/iso639-2/kat	kat	Georgian	géorgien
http://id.loc.gov/vocabulary/iso639-2/kau	kau	Kanuri	kanouri
http://id.loc.gov/vocabulary/iso639-2/kaw	kaw	Kawi	kawi
http://id.loc.gov/vocabulary/iso639-2/kaz	kaz	Kazakh	kazakh
http://id.loc.gov/vocabulary/iso639-2/kbd	kbd	Kabardian	kabardien
http://id.loc.gov/vocabulary/iso639-2/kha	kha	Khasi	khasi
http://id.loc.gov/vocabulary/iso639-2/khi	khi	Khoisan languages	khoïsan, langues
http://id.loc.gov/vocabulary/iso639-2/khm	khm	Central Khmer	khmer central
http://id.loc.gov/vocabulary/iso639-2/kho	kho	Khotanese |  Sakan	khotanais |  sakan
http://id.loc.gov/vocabulary/iso639-2/kik	kik	Kikuyu |  Gikuyu	kikuyu
http://id.loc.gov/vocabulary/iso639-2/kin	kin	Kinyarwanda	rwanda
http://id.loc.gov/vocabulary/iso639-2/kir	kir	Kirghiz |  Kyrgyz	kirghiz
http://id.loc.gov/vocabulary/iso639-2/kmb	kmb	Kimbundu	kimbundu
http://id.loc.gov/vocabulary/iso639-2/kok	kok	Konkani	konkani
http://id.loc.gov/vocabulary/iso639-2/kom	kom	Komi	kom
http://id.loc.gov/vocabulary/iso639-2/kon	kon	Kongo	kongo
http://id.loc.gov/vocabulary/iso639-2/kor	kor	Korean	coréen
http://id.loc.gov/vocabulary/iso639-2/kos	kos	Kosraean	kosrae
http://id.loc.gov/vocabulary/iso639-2/kpe	kpe	Kpelle	kpellé
http://id.loc.gov/vocabulary/iso639-2/krc	krc	Karachay-Balkar	karatchai balkar
http://id.loc.gov/vocabulary/iso639-2/krl	krl	Karelian	carélien
http://id.loc.gov/vocabulary/iso639-2/kro	kro	Kru languages	krou, langues
http://id.loc.gov/vocabulary/iso639-2/kru	kru	Kurukh	kurukh
http://id.loc.gov/vocabulary/iso639-2/kua	kua	Kuanyama |  Kwanyama	kuanyama |  kwanyama
http://id.loc.gov/vocabulary/iso639-2/kum	kum	Kumyk	koumyk
http://id.loc.gov/vocabulary/iso639-2/kur	kur	Kurdish	kurde
http://id.loc.gov/vocabulary/iso639-2/kut	kut	Kutenai	kutenai
http://id.loc.gov/vocabulary/iso639-2/lad	lad	Ladino	judéo-espagnol
http://id.loc.gov/vocabulary/iso639-2/lah	lah	Lahnda	lahnda
http://id.loc.gov/vocabulary/iso639-2/lam	lam	Lamba	lamba
http://id.loc.gov/vocabulary/iso639-2/lao	lao	Lao	lao
http://id.loc.gov/vocabulary/iso639-2/lat	lat	Latin	latin
http://id.loc.gov/vocabulary/iso639-2/lav	lav	Latvian	letton
http://id.loc.gov/vocabulary/iso639-2/lez	lez	Lezghian	lezghien
http://id.loc.gov/vocabulary/iso639-2/lim	lim	Limburgan |  Limburger |  Limburgish	limbourgeois
http://id.loc.gov/vocabulary/iso639-2/lin	lin	Lingala	lingala
http://id.loc.gov/vocabulary/iso639-2/lit	lit	Lithuanian	lituanien
http://id.loc.gov/vocabulary/iso639-2/lol	lol	Mongo	mongo
http://id.loc.gov/vocabulary/iso639-2/loz	loz	Lozi	lozi
http://id.loc.gov/vocabulary/iso639-2/ltz	ltz	Luxembourgish |  Letzeburgesch	luxembourgeois
http://id.loc.gov/vocabulary/iso639-2/lua	lua	Luba-Lulua	luba-lulua
http://id.loc.gov/vocabulary/iso639-2/lub	lub	Luba-Katanga	luba-katanga
http://id.loc.gov/vocabulary/iso639-2/lug	lug	Ganda	ganda
http://id.loc.gov/vocabulary/iso639-2/lui	lui	Luiseno	luiseno
http://id.loc.gov/vocabulary/iso639-2/lun	lun	Lunda	lunda
http://id.loc.gov/vocabulary/iso639-2/luo	luo	Luo (Kenya and Tanzania)	luo (Kenya et Tanzanie)
http://id.loc.gov/vocabulary/iso639-2/lus	lus	Lushai	lushai
http://id.loc.gov/vocabulary/iso639-2/mac	mac	Macedonian	macédonien
http://id.loc.gov/vocabulary/iso639-2/mad	mad	Madurese	madourais
http://id.loc.gov/vocabulary/iso639-2/mag	mag	Magahi	magahi
http://id.loc.gov/vocabulary/iso639-2/mah	mah	Marshallese	marshall
http://id.loc.gov/vocabulary/iso639-2/mai	mai	Maithili	maithili
http://id.loc.gov/vocabulary/iso639-2/mak	mak	Makasar	makassar
http://id.loc.gov/vocabulary/iso639-2/mal	mal	Malayalam	malayalam
http://id.loc.gov/vocabulary/iso639-2/man	man	Mandingo	mandingue
http://id.loc.gov/vocabulary/iso639-2/mao	mao	Maori	maori
http://id.loc.gov/vocabulary/iso639-2/map	map	Austronesian languages	austronésiennes, langues
http://id.loc.gov/vocabulary/iso639-2/mar	mar	Marathi	marathe
http://id.loc.gov/vocabulary/iso639-2/mas	mas	Masai	massaï
http://id.loc.gov/vocabulary/iso639-2/may	may	Malay	malais
http://id.loc.gov/vocabulary/iso639-2/mdf	mdf	Moksha	moksa
http://id.loc.gov/vocabulary/iso639-2/mdr	mdr	Mandar	mandar
http://id.loc.gov/vocabulary/iso639-2/men	men	Mende	mendé
http://id.loc.gov/vocabulary/iso639-2/mga	mga	Irish, Middle (900-1200)	irlandais moyen (900-1200)
http://id.loc.gov/vocabulary/iso639-2/mic	mic	Mi'kmaq |  Micmac	mi'kmaq |  micmac
http://id.loc.gov/vocabulary/iso639-2/min	min	Minangkabau	minangkabau
http://id.loc.gov/vocabulary/iso639-2/mis	mis	Uncoded languages	langues non codées
http://id.loc.gov/vocabulary/iso639-2/mkd	mkd	Macedonian	macédonien
http://id.loc.gov/vocabulary/iso639-2/mkh	mkh	Mon-Khmer languages	môn-khmer, langues
http://id.loc.gov/vocabulary/iso639-2/mlg	mlg	Malagasy	malgache
http://id.loc.gov/vocabulary/iso639-2/mlt	mlt	Maltese	maltais
http://id.loc.gov/vocabulary/iso639-2/mnc	mnc	Manchu	mandchou
http://id.loc.gov/vocabulary/iso639-2/mni	mni	Manipuri	manipuri
http://id.loc.gov/vocabulary/iso639-2/mno	mno	Manobo languages	manobo, langues
http://id.loc.gov/vocabulary/iso639-2/moh	moh	Mohawk	mohawk
http://id.loc.gov/vocabulary/iso639-2/mon	mon	Mongolian	mongol
http://id.loc.gov/vocabulary/iso639-2/mos	mos	Mossi	moré
http://id.loc.gov/vocabulary/iso639-2/mri	mri	Maori	maori
http://id.loc.gov/vocabulary/iso639-2/msa	msa	Malay	malais
http://id.loc.gov/vocabulary/iso639-2/mul	mul	Multiple languages	multilingue
http://id.loc.gov/vocabulary/iso639-2/mun	mun	Munda languages	mounda, langues
http://id.loc.gov/vocabulary/iso639-2/mus	mus	Creek	muskogee
http://id.loc.gov/vocabulary/iso639-2/mwl	mwl	Mirandese	mirandais
http://id.loc.gov/vocabulary/iso639-2/mwr	mwr	Marwari	marvari
http://id.loc.gov/vocabulary/iso639-2/mya	mya	Burmese	birman
http://id.loc.gov/vocabulary/iso639-2/myn	myn	Mayan languages	maya, langues
http://id.loc.gov/vocabulary/iso639-2/myv	myv	Erzya	erza
http://id.loc.gov/vocabulary/iso639-2/nah	nah	Nahuatl languages	nahuatl, langues
http://id.loc.gov/vocabulary/iso639-2/nai	nai	North American Indian languages	nord-amérindiennes, langues
http://id.loc.gov/vocabulary/iso639-2/nap	nap	Neapolitan	napolitain
http://id.loc.gov/vocabulary/iso639-2/nau	nau	Nauru	nauruan
http://id.loc.gov/vocabulary/iso639-2/nav	nav	Navajo |  Navaho	navaho
http://id.loc.gov/vocabulary/iso639-2/nbl	nbl	Ndebele, South |  South Ndebele	ndébélé du Sud
http://id.loc.gov/vocabulary/iso639-2/nde	nde	Ndebele, North |  North Ndebele	ndébélé du Nord
http://id.loc.gov/vocabulary/iso639-2/ndo	ndo	Ndonga	ndonga
http://id.loc.gov/vocabulary/iso639-2/nds	nds	Low German |  Low Saxon |  German, Low |  Saxon, Low	bas allemand |  bas saxon |  allemand, bas |  saxon, bas
http://id.loc.gov/vocabulary/iso639-2/nep	nep	Nepali	népalais
http://id.loc.gov/vocabulary/iso639-2/new	new	Nepal Bhasa |  Newari	nepal bhasa |  newari
http://id.loc.gov/vocabulary/iso639-2/nia	nia	Nias	nias
http://id.loc.gov/vocabulary/iso639-2/nic	nic	Niger-Kordofanian languages	nigéro-kordofaniennes, langues
http://id.loc.gov/vocabulary/iso639-2/niu	niu	Niuean	niué
http://id.loc.gov/vocabulary/iso639-2/nld	nld	Dutch |  Flemish	néerlandais |  flamand
http://id.loc.gov/vocabulary/iso639-2/nno	nno	Norwegian Nynorsk |  Nynorsk, Norwegian	norvégien nynorsk |  nynorsk, norvégien
http://id.loc.gov/vocabulary/iso639-2/nob	nob	Bokmål, Norwegian |  Norwegian Bokmål	norvégien bokmål
http://id.loc.gov/vocabulary/iso639-2/nog	nog	Nogai	nogaï |  nogay
